id,contents,key word,date
NaoGaTsu, 這政府真的是令人噁心,嬌生, 114.43.151.132 05/28 19:11 
benjy0218, 程序跟人命誰重要,嬌生,  1.163.196.249 05/28 19:11 
max005, 今天528 我們就來看能審多久,嬌生, 114.43.209.149 05/28 19:12 
Weezer, 就不要到時候國產疫苗可以免除程序,嬌生, 114.136.26.122 05/28 19:12 
c8895665, 爛政府,嬌生, 223.139.51.194 05/28 19:12 
richjf, 公文跑得比病毒慢,嬌生,  114.45.13.226 05/28 19:12 
estayuj, 說個笑話 政府不進疫苗還要靠民間團體捐,嬌生,   59.115.16.99 05/28 19:12 
MouPigBat, 帝王條款不用 至少講話可以換句話說吧,嬌生,118.150.160.187 05/28 19:12 
Makubex82, 狗屎 之前的AZ和莫德納有依流程申請嗎,嬌生, 220.130.190.13 05/28 19:12 
utuyuy, 國產疫苗二期都沒公步數據就緊急通過了按程序來？程你老木,嬌生, 111.83.222.116 05/28 19:12 
cinther129, 非常時期還在拖,嬌生,   1.169.146.60 05/28 19:12 
Raikkonen01, 什麼時候還走程序跑公文？人命能等？,嬌生, 111.240.210.67 05/28 19:12 
cores, 技術性杯葛,嬌生,  114.27.51.125 05/28 19:12 
MouPigBat, 可以說 感謝 我們會盡速走完程序,嬌生,118.150.160.187 05/28 19:12 
jesiuty, 菸蟑真的還是出門給車撞死就好 就問你AZ,嬌生, 114.47.121.178 05/28 19:12 
yuomaki, 所以有心卡啊,嬌生, 111.254.10.138 05/28 19:12 
jesiuty, 莫德納可以緊急授權 其他的為甚麼不能 都,嬌生, 114.47.121.178 05/28 19:13 
MouPigBat, 講話的方式就代表態度,嬌生,118.150.160.187 05/28 19:13 
hcastray, 就想靠這幾波疫苗拉聲望 你他媽別來亂,嬌生,  111.71.31.112 05/28 19:13 
jesiuty, 是被國際認可通過三期的疫苗,嬌生, 114.47.121.178 05/28 19:13 
hcastray, 程序走起來！,嬌生,  111.71.31.112 05/28 19:13 
Avira, 垃圾黨,嬌生, 123.192.49.126 05/28 19:13 
poety, 這種沒路用鬼中心還不解散?,嬌生,220.129.141.122 05/28 19:13 
cash9632, 到底能不能換人啊？現在一批人明顯不行,嬌生, 110.30.161.192 05/28 19:13 
turkeyma, 噓這篇真的可以考慮回去祖國常住就好,嬌生, 111.240.96.177 05/28 19:13 
ifyoutry, 你這回應不對吧，不是應該要全力協助嗎,嬌生,  114.33.83.163 05/28 19:14 
snocia, 基本上指揮中心不希望台灣民眾有太多人施,嬌生,    39.9.102.26 05/28 19:14 
cash9632, 那是因為你沒住在疫區吧,嬌生, 110.30.161.192 05/28 19:14 
snocia, 打國外疫苗，各方面都很不方便,嬌生,    39.9.102.26 05/28 19:14 
k2253, 一定故意卡，不給過,嬌生, 111.250.26.228 05/28 19:14 
cores, 大傳染還這麼8股，驗貨後就該搶時效施打了,嬌生,  114.27.51.125 05/28 19:14 
jtsu5223, ：反正只要撐到7月底股價就可以炒起來了，時鐘知道該怎麼做吧,嬌生,  101.12.28.218 05/28 19:14 
abadjoke, 高端股票漲這麼好 你各位韭菜忍耐點啊,嬌生, 133.106.44.106 05/28 19:14 
hotfeer, 民進黨政府看台灣人一天一天的死亡是無感,嬌生,  118.169.135.9 05/28 19:15 
newlances, 喔草。等人死光再來打是吧？我草,嬌生,   39.11.166.96 05/28 19:15 
ChangWufei, 我猜吱己人就可以快速通關了,嬌生, 36.238.214.227 05/28 19:15 
teasy, turkeyma我是希望大家噓的，幫一下到XX,嬌生, 27.247.164.221 05/28 19:15 
ifyoutry, 這種狀況下按理講是能省的全省掉才對．,嬌生,  114.33.83.163 05/28 19:15 
abadjoke, 到時候可以看看是國外三期通過的先進來,嬌生, 133.106.44.106 05/28 19:15 
ChangWufei, 政府要搞你最愛用的就是程序問題啊,嬌生, 36.238.214.227 05/28 19:15 
abadjoke, 還是國內二期有沒有過還不知道的先施打,嬌生, 133.106.44.106 05/28 19:15 
neos042, 這些所作所為，全台灣人都在看！,嬌生, 49.216.184.212 05/28 19:15 
hotfeer, 喔,嬌生,  118.169.135.9 05/28 19:16 
cash9632, 講三小風涼話，我每天晚上抱我一歲半的兒子在窗戶前面算今天晚上又幾台救護車,嬌生, 110.30.161.192 05/28 19:16 
x35535335, 不照程序，出事誰負責啊？,嬌生, 114.136.33.100 05/28 19:16 
cash9632, 了,嬌生, 110.30.161.192 05/28 19:16 
ZIQQ001, 跑程序就跑給你看 看是誰在拖,嬌生, 27.246.192.176 05/28 19:16 
gekkou, 等股價到位韭菜割完 才會通過啦 各位慢等,嬌生,  114.36.116.70 05/28 19:16 
ChangWufei, 需要多少程序 程序是否合法都政府講啊,嬌生, 36.238.214.227 05/28 19:16 
radiodept, 幹你娘中央賤畜一個個全家染疫啦,嬌生,  118.233.71.82 05/28 19:16 
neos042, 整天祖國五毛的，有沒有別招？,嬌生, 49.216.184.212 05/28 19:16 
kenndy, 這次綠共再卡疫苗，大家應該都知道原因了,嬌生,    27.52.64.16 05/28 19:16 
happyalex, 官僚殺人,嬌生,  114.36.185.34 05/28 19:17 
teasy, 今天19個死亡，誰負責了?,嬌生, 27.247.164.221 05/28 19:17 
zerson, 正宗哥吉拉?,嬌生,122.121.201.216 05/28 19:17 
bgopt54, 國民黨立委還不快出來修法,嬌生, 223.136.255.73 05/28 19:17 
QQdragon, 諸葛英文超前部署500天,嬌生,  36.236.54.230 05/28 19:17 
hisix, 人命在他們眼中到底算什麼？,嬌生,  223.137.12.65 05/28 19:17 
snap007, 笑死，這幾年來黨想過的都馬最速強行通過，不想過的都是下星期五再審,嬌生,   114.45.30.55 05/28 19:17 
jesiuty, AZ 莫德納 就緊急授權 嬌生比較賤 慢慢來還是台灣死人菸蟑不著急 因為還沒死到你家,嬌生, 114.47.121.178 05/28 19:18 
zerson, KMT這時候還不出來秀  什麼時候才要醒阿,嬌生,122.121.201.216 05/28 19:18 
chjghjg9487, 低能,嬌生,  203.69.36.128 05/28 19:18 
neos042, 史上最爛！,嬌生, 49.216.184.212 05/28 19:18 
god890529, 87,嬌生, 114.37.214.120 05/28 19:18 
chen92105, 跑程序合理 但你他媽就給我跑快一點,嬌生,  101.9.113.113 05/28 19:18 
SoFanCy, 萊豬完全不用照程序,嬌生,     1.161.86.8 05/28 19:18 
pptsuck, 很明顯是誰在擋國外疫苗嘻嘻,嬌生,  61.61.234.215 05/28 19:19 
spotmay, 再這樣下去 人民還忍得住嗎？,嬌生, 114.137.197.87 05/28 19:19 
kenndy, 韭菜乖乖的都來打我大dpp的國產疫苗吧！,嬌生,    27.52.64.16 05/28 19:19 
flyuhigh, 幹不是有eua嗎 還是只有國產有eua,嬌生,  101.10.26.177 05/28 19:20 
nagilaman, 照程序走 你高端也給我照程序來阿,嬌生,  36.237.23.243 05/28 19:20 
goshfju, 佛光山一買就有50萬劑 請民進黨解釋一下,嬌生,  114.37.43.213 05/28 19:20 
liang089790, xxxxxx,嬌生,111.252.111.172 05/28 19:20 
sasdwezx, 草菅人命,嬌生,      61.64.5.8 05/28 19:20 
goshfju, 為何會說買不到疫苗?,嬌生,  114.37.43.213 05/28 19:20 
zeqcx, 看來鐵了心了各位...乖乖當韭菜被割,嬌生,  1.173.218.228 05/28 19:20 
Axy8, 無言,嬌生,  36.238.111.85 05/28 19:21 
hotfeer, 如果自己利益沒兌現，可以參考前人的方式拿台灣人的命來換，良心呢,嬌生,  118.169.135.9 05/28 19:22 
kagamine892, 本來就該照程序 但是國家應該協助進,嬌生,   59.115.144.7 05/28 19:22 
goshfju, 佛光山一買就有50萬劑 請民進黨解釋一下為何會說買不到疫苗?,嬌生,  114.37.43.213 05/28 19:23 
dogdudu, 高端疫苗可以照程序走完三期嗎？？,嬌生, 111.71.117.203 05/28 19:23 
ASANKIN, 嬌生的疫苗為什麼不能走特案加速靠,嬌生,     42.72.9.20 05/28 19:23 
eeccms, 菜媓：進萊豬只要行政命令即可,嬌生,    101.10.8.80 05/28 19:24 
luna2000sea, 走程序沒錯啦 之前故意阻擋就不對了,嬌生,  223.139.39.50 05/28 19:24 
djyunjie, 笑死人   真不要怪宗教力量大  還真的是,嬌生,  36.235.32.220 05/28 19:24 
seraphic298, 幹你你怎專案處理是會死喔,嬌生, 111.255.121.50 05/28 19:24 
luna2000sea, 程序走了一年走不進來這才是了不起,嬌生,  223.139.39.50 05/28 19:25 
jumpsenna, 有政府 最死心,嬌生,   36.232.40.25 05/28 19:25 
ASANKIN, 政府應該明確指明程序需要多久，當初AZ跑加速,嬌生,     42.72.9.20 05/28 19:26 
jackietom, 操你嗎的民進黨,嬌生,  61.223.28.140 05/28 19:27 
cuteama, 要審合理，不過要快,嬌生,  114.47.69.117 05/28 19:27 
GooglePixel, 等你們公文慢慢跑完 疫苗都過期,嬌生, 220.132.73.178 05/28 19:28 
lcilear, 操你媽垃圾綠共  快滾啦,嬌生,  114.40.14.238 05/28 19:28 
SaTzuNaMo, 乾寧老師,嬌生,  61.223.31.218 05/28 19:28 
HowieH, 幹,嬌生,  1.161.142.251 05/28 19:28 
py840326, 還要幾個死亡政府才會清醒?,嬌生,   111.71.59.79 05/28 19:29 
whiteadam, 垃圾 死幾個了,嬌生, 220.135.52.193 05/28 19:30 
agow, 就是你們民進黨在擋的啊幹,嬌生,111.249.212.153 05/28 19:31 
drlee1231, 只有藍綠紅能邀功，不許超越藍綠紅,嬌生, 111.250.12.120 05/28 19:32 
N48212, 死一堆人了，天地良心阿,嬌生,     39.11.70.0 05/28 19:33 
mutantsoul, 所以是誰在擋疫苗？,嬌生,   36.225.94.74 05/28 19:33 
niko0202, 就說是阿共統戰疫苗了吧 照程序來 乖,嬌生,   114.37.7.245 05/28 19:33 
berice152233, 阿政府是不會協助進口逆,嬌生,   101.9.161.32 05/28 19:33 
eink, 很意外嗎???,嬌生,  1.200.130.101 05/28 19:34 
gusser, 公文先跑個半年？？,嬌生,   101.9.93.175 05/28 19:34 
Leony, 王八！都買好送上來給你，政府不會盡快協助,嬌生,  114.34.249.40 05/28 19:34 
NDSLite, 吱障,嬌生, 111.71.214.163 05/28 19:34 
Leony, ？！這到底多官僚多惡質,嬌生,  114.34.249.40 05/28 19:35 
clydebbman, 幹你娘類 DPP不用選了,嬌生, 36.233.183.167 05/28 19:35 
oyest, 操你媽爛政府幹,嬌生,  101.12.53.239 05/28 19:36 
gebidan, 政府殺人政府殺人政府殺人,嬌生,    114.43.61.4 05/28 19:37 
HuckleberryF, 吱進黨想擋什麼,嬌生, 119.14.220.104 05/28 19:38 
water91, 一堆帶風向仔真的很好笑，你以為是在買菜嗎,嬌生,  42.77.194.208 05/28 19:39 
neoa01, 又在刁難了，是民進黨欠台灣人疫苗a,嬌生, 111.82.241.233 05/28 19:39 
pgsa, 人都快死了，你還在玩法規,嬌生,     1.200.69.2 05/28 19:39 
cset223, 我以為是反串的...,嬌生,   114.26.94.68 05/28 19:41 
km612tw, 拜託這垃圾早點確診暴斃,嬌生,     39.8.4.208 05/28 19:41 
mario2000, 有夠垃圾 不把國人生命健康擺在最前面,嬌生,   61.65.130.22 05/28 19:41 
spidina, 高端股民有政府 好安心,嬌生,182.234.182.108 05/28 19:42 
newrider, 迂腐都極致了,嬌生,  49.216.32.155 05/28 19:42 
Leony, 要程序合理，但政府要積極協助啊,嬌生,  114.34.249.40 05/28 19:43 
jesiuty, https//reurl.cc/gW7YzV 當初COVAX一說有疫苗要來 馬上緊急授權 沒幾天秒過 菸蟑還是去找你母豬跪舔吧 免得一不小心出門給車撞死,嬌生, 114.47.121.178 05/28 19:44 
gtr22101361, 佛光山買得到，政府買不到嗎,嬌生,111.241.151.194 05/28 19:44 
Submicromete, 耖你媽的死全家,嬌生,106.105.209.224 05/28 19:47 
superpaden, 您良勒 你會下地獄 操,嬌生,  27.105.58.183 05/28 19:49 
best0811, 迂腐 低能 無恥,嬌生,  122.118.4.100 05/28 19:49 
solsol, 韭菜還是乖乖等國產灌溉吧  可憐哪,嬌生, 122.244.140.61 05/28 19:50 
boss88893,     公事公辦 的意思啦  自己看著辦,嬌生,  61.228.47.176 05/28 19:53 
rb0522, 政府是都死光了嗎都要民間捐,嬌生, 114.37.224.205 05/28 19:53 
Artymo, 十足官僚嘴臉，官場現形記,嬌生,  203.204.29.26 05/28 19:54 
pingtong0602, 還真被柯料中 程序大於人民的生命,嬌生,118.167.138.242 05/28 19:56 
shark64, 幹你娘,嬌生, 123.193.45.115 05/28 19:56 
hamasakiayu, 沒XX？,嬌生, 114.136.81.156 05/28 19:56 
steffenlee, 打我臉的疫苗想進來 看我怎麼刁,嬌生, 111.241.130.39 05/28 20:01 
winky790718, 可以罷免了嗎？ 高端疫苗就沒什麼遵守程序阿,嬌生,111.254.170.158 05/28 20:03 
chordrain, 官啊 這就是官啊,嬌生, 49.158.133.243 05/28 20:03 
NN9, 防疫還是害命?,嬌生,  203.204.71.89 05/28 20:05 
amida959, 官啊官,嬌生,   36.229.84.46 05/28 20:05 
copycatcat, 厲害,嬌生,   1.162.161.78 05/28 20:05 
Induction, 我氣炸了,嬌生,  61.230.67.136 05/28 20:05 
amida959, 高瑞第三期都沒有就逼我們打 其他自己慢慢來 賤死了,嬌生,   36.229.84.46 05/28 20:06 
lu43458, 還要擋 真當人民塑膠？,嬌生,122.117.117.102 05/28 20:06 
amida959, 為何不能緊急授權 雙標垃圾黨,嬌生,   36.229.84.46 05/28 20:07 
pftmax, 疫苗本來是政府應該買好買足的，人家幫買還在那邊囂張,嬌生,    39.9.136.27 05/28 20:07 
realive, 這政府真囂張啊，一整年疫苗沒作為,嬌生,129.227.156.205 05/28 20:09 
romber, ……fuck…就知道CDC又要卡死你,嬌生,   219.85.87.19 05/28 20:11 
tianya3,   很多單位都自己買得到   就政府買不到真的是疫苗之亂。,嬌生,  61.61.220.146 05/28 20:13 
miuccina, 公文跑得比病毒快？,嬌生, 27.247.228.130 05/28 20:13 
dannyao, 國產就不用三期 可以緊急授權?,嬌生,   1.161.12.109 05/28 20:13 
ian41360, 欸不是，你他媽檔人財路嗎？我買的了幾張高端你知不知道？你說買進來就買進來,嬌生,  110.28.225.56 05/28 20:14 
dannyao, 其他就不能緊急授權?,嬌生,   1.161.12.109 05/28 20:14 
ian41360, 喔？股票賠錢我找誰拿？台灣才死幾個人(賤)民，有關係嗎？再等一下R,嬌生,  110.28.225.56 05/28 20:14 
yan1979, 吊 朕沒給的不準要,嬌生,   101.12.79.46 05/28 20:14 
jevity0320, 有夠官僚，根本綠色國民黨,嬌生, 121.254.78.215 05/28 20:16 
hsiaokang, 爛,嬌生,   61.230.33.40 05/28 20:16 
putt, 照邏輯國產要不要都做完三期再出來,嬌生,    42.73.76.80 05/28 20:16 
clairehao, 垃圾,嬌生, 119.77.141.199 05/28 20:18 
serrier, 專案程序不行?指揮中心很閒是吧?指揮中心不用專案處理?薪水不要領啦,嬌生,    36.228.2.16 05/28 20:18 
megaje, 國產疫苗水很深齁,嬌生,  114.46.81.220 05/28 20:18 
serrier, 食藥署召開專家會議?那些專家啊?指揮中心專家名字不能講嗎?會死人嗎?,嬌生,    36.228.2.16 05/28 20:19 
wn7158, 幹你娘，不會緊急授權,嬌生,118.165.217.232 05/28 20:19 
serrier, 所以不能加班處理?還是要找蔡英文啊那蔡英文打電話買疫苗要不要送審指揮中所以指揮中心意思是美國嬌生疫苗有問題嗎,嬌生,    36.228.2.16 05/28 20:20 
wn7158, 你她媽，嬌生美國原廠，不是中國疫苗了吧,嬌生,118.165.217.232 05/28 20:20 
serrier, 專家是那些專家名字寫出來?請問專家要審查美國嬌生疫苗啥東西講一下那之前指揮中心買的.有請專家開會審議嗎?還是要媽祖或長老教會申請就可以?,嬌生,    36.228.2.16 05/28 20:22 
CVIVIC, 人民還沒病死先被氣死，贛,嬌生, 115.165.193.61 05/28 20:22 
serrier, 長老教會不講話啊同島一命裝睡啊,嬌生,    36.228.2.16 05/28 20:22 
killer922, 就是只能打國產就是了 操你媽的垃圾症腐,嬌生,  49.216.19.215 05/28 20:23 
Sabo5566, 廢物整坨 包含蔡母豬,嬌生,  101.12.91.145 05/28 20:25 
Flyingheart, 擋人財路 如殺人父母,嬌生, 111.240.99.102 05/28 20:27 
person0618, ......,嬌生, 220.142.41.161 05/28 20:33 
ilovebooks91, 然後要老百姓吃萊豬的時候就很快,嬌生,  114.45.88.201 05/28 20:35 
angel1980, 國產疫苗可以緊急受權...但捐三期過的大廠疫苗就要按步就班...雙標黨真是讓人看不起,嬌生,  123.192.83.50 05/28 20:37 
dk394alal, 人命不值錢啊^^,嬌生, 180.217.136.10 05/28 20:40 
jackie5678, 到底要死多少人才願意改?,嬌生, 118.170.131.37 05/28 20:42 
melluu, 憑甚麼阻擋台灣人的生路到底在不在乎人命,嬌生,  218.210.40.30 05/28 20:57 
sincere77, 要跑流程是沒錯，但是態度很明顯就是我才不稀罕你捐疫苗,嬌生,     39.8.5.150 05/28 20:58 
APC, 審查=要人命？失智列車開起來！,嬌生,    39.11.72.45 05/28 20:59 
kshs301, 下賤,嬌生,   112.78.94.62 05/28 21:00 
mike110100, 民進黨幕僚在幹嘛？？？？,嬌生,223.141.213.151 05/28 21:10 
dennis331533, 幹你媽的殺人中心,嬌生,  1.161.220.101 05/28 21:11 
ghostxx, 現在台灣是不是沒疫情??指揮中心好悠閒呢,嬌生,   36.225.94.47 05/28 21:12 
baliallin, 3+11可以省 疫苗審核不能省喔,嬌生, 123.192.94.237 05/28 21:16 
zardbz, 噓,嬌生,  1.169.202.235 05/28 21:31 
yshsuken, 萊豬就可以不照程序硬幹,嬌生,  118.161.72.25 05/28 21:35 
dingdong888, 再拖阿,嬌生,220.143.230.181 05/28 22:03 
vic210, 幹,嬌生,111.241.173.192 05/28 22:08 
sion1993, 馬的陳屍中,嬌生,   106.1.117.17 05/28 22:12 
GimO, 泯滅人性了…,嬌生,  39.13.104.225 05/28 22:12 
s25817271, 垃圾政府,嬌生,  42.74.147.153 05/28 22:20 
chris771111, 垃圾民進黨政府,嬌生,118.168.123.197 05/28 22:25 
pttjoe, 真是豬腦，求快好嗎,嬌生,  1.160.137.231 05/28 22:36 
repot, 呵呵 演都不想演欸,嬌生,  49.159.159.24 05/28 22:42 
chanceiam, 翻譯：不行，我高端還沒下車？,嬌生, 220.136.225.47 05/28 22:46 
DudeFromMars, 一下就拿出50萬劑，不給面子啊？ 虧民進黨15萬吹個一個禮拜,嬌生,223.137.209.159 05/28 22:47 
pavacana, 9.2毛韓粉開噓 努力給他破千XXX,嬌生,  118.169.199.7 05/28 22:53 
lesybu, 國產三期就能省？,嬌生,   111.82.95.91 05/28 22:55 
pemit, ... 那就走快點啊！,嬌生, 118.150.252.64 05/28 23:00 
nipai,   .................,嬌生,   114.32.109.6 05/28 23:00 
smalldpig, 不走程序 疫苗隨隨便便就進來不用檢查,嬌生, 124.11.168.139 05/28 23:19 
biography, 人命關天還再給我擋!,嬌生,  101.137.50.28 05/28 23:19 
smalldpig,  是好事嗎？,嬌生, 124.11.168.139 05/28 23:19 
c733614, 真的想至少會說盡力協助完成程序之類吧,嬌生, 111.82.210.170 05/28 23:24 
tommica33, 照走就會行政流程塞車卡到八月不給進,嬌生,  223.136.95.60 05/29 00:13 
twen215, 垃圾，到時候出問題又推給流程，要唐鳳出來嗎？,嬌生,     39.9.40.57 05/29 00:41 
cvcvcv, 給你卡阿卡阿,嬌生, 36.230.123.201 05/29 00:58 
stupid1211, 佛祖帶DPP走謝謝 可以少犧牲好多人,嬌生,  106.105.9.235 05/29 01:33 
evilaffair, 蟑螂還是反串仔要開始砸毀佛像 遏止怪力亂神了,嬌生, 114.27.246.187 05/29 01:40 
helloI, 幹你娘DPP7414,嬌生, 114.46.136.102 05/29 06:12 
zsa123, 廢物 人命關天還是在那注重公文,嬌生,  223.140.32.37 05/29 06:48 
jjjhhh, 救人的疫苗 政府是不會幫忙緊急授權簡化程序嗎 這政府真的很誇張,嬌生,122.118.111.231 05/29 07:56 
z510, 廢到笑,嬌生,111.242.112.111 05/29 09:05 
light20735, 垃圾政府幹你娘,嬌生,114.137.147.225 05/29 13:33 
KrisNYC, 我黨瓷杯,嬌生,  49.216.136.56 05/28 18:44 
ssisters, 阿彌陀佛 善哉善哉,嬌生,  121.254.99.35 05/28 18:44 
greenpine,                佛教哪根蔥 有媽祖大嗎,嬌生, 122.121.59.181 05/28 18:44 
Rattlesnake, 都沒申請何來給不給過的問題,嬌生, 61.230.205.210 05/28 18:45 
fp737, 等晚上昆蟲和側漏團怎麼因應,嬌生,  114.46.93.228 05/28 18:45 
deep77092, 人家6.66....67個政府 你敢嘴D,嬌生,   1.200.74.213 05/28 18:45 
Rattlesnake, 這種公文並不是申請程序,嬌生, 61.230.205.210 05/28 18:45 
words2012, 佛光山到底怎買到的?好像很有本事,嬌生, 111.240.120.17 05/28 18:45 
nowitzki0207, 最賭爛就宗教信徒，前幾天在那變繞,嬌生,   61.231.33.23 05/28 18:45 
milk250, 佛光山高招,嬌生,  61.231.98.186 05/28 18:45 
words2012, 不是只會吃齋唸佛? 怎麼買到疫苗的?,嬌生, 111.240.120.17 05/28 18:46 
milk250, 神都看不下去,嬌生,  61.231.98.186 05/28 18:46 
hy0106, 連神明都敢騙的可以當行政院長，你認為呢,嬌生,     101.9.6.82 05/28 18:46 
heavensun, 佛光山 很早就在美國開分部 推廣佛教,嬌生, 59.120.186.167 05/28 18:46 
hy0106, ？,嬌生,     101.9.6.82 05/28 18:46 
heavensun, 應該是美國信徒 介紹 嬌生庫存多 能買佛教94要安定人心  買疫苗安人心是功德,嬌生, 59.120.186.167 05/28 18:47 
bigsun0709, 至少佛光山沒嘴砲 其他嘴砲要買甚麼,嬌生, 36.230.233.189 05/28 18:49 
apfalselife, 看起來政府態度很消極,嬌生, 220.129.51.103 05/28 18:52 
sp64, 宗教這樣厲害？那大家都不要工作 整天拜拜就好,嬌生,    1.174.64.62 05/28 19:00 
su4vu6, 宗教本來就這麼厲害 你們整天拜拜他就有錢你們不拜拜整天工作 他們就沒錢,嬌生, 123.192.67.178 05/28 19:32 
postit, 不是啊重點是跟時間賽跑啊！,嬌生,  163.20.166.60 05/28 18:43 
lexus3310, 加油 全民動起來。阿滴 你要幫忙買疫,嬌生,   49.216.63.66 05/28 18:43 
Wugautaigo, 你連國產都打不到的韭菜好自為之,嬌生,  220.129.100.3 05/28 18:43 
lexus3310, 苗嗎,嬌生,   49.216.63.66 05/28 18:43 
heavensun, 我OK  你先打國產,嬌生, 59.120.186.167 05/28 18:43 
Rattlesnake, 沒辦法 太複雜 我想一紙公文就放行,嬌生, 61.230.205.210 05/28 18:44 
nowitzki0207, 要有貨啊,嬌生,   61.231.33.23 05/28 18:46 
jtsu5223, 沒人幫忙測3期明年怎麼發財：(搶在今年強迫打國產八成是想拿數據去國外上市發財,嬌生,  101.12.28.218 05/28 19:20 
ggttoo, 八千應該是打莫德納吧,嬌生,  112.105.52.55 05/28 19:52 
ted01234567, 817一個一個抓起來打,嬌生,  36.230.195.55 05/28 18:37 
Rattlesnake, 你這篇不就說明了,嬌生, 61.230.205.210 05/28 18:38 
bnb89225, 817覺青到時候又要真香了,嬌生,223.136.149.173 05/28 18:40 
nowitzki0207, 宗教哪個專業,嬌生,   61.231.33.23 05/28 18:42 
cfdent, 你這篇不就是你在第一段講的,嬌生,   111.82.70.31 05/28 18:57 
kl0408, 被看破手腳的爛政府丟臉丟到國外,嬌生,114.32.221.26 05/28 18:24 
findwind0826, 疫苗看起來沒人擋嘛~~佛光山50萬 小英至少也來個500萬吧,嬌生,106.1.235.250 05/28 18:25 
Orianna, 佛祖今天對政客比了個中指,嬌生,101.136.141.109 05/28 18:25 
findwind0826, 一周至少來100萬吧 拜託小瑛了,嬌生,106.1.235.250 05/28 18:25 
pinkfloydx, 國產沒人打 股票怎麼買,嬌生,180.217.46.114 05/28 18:26 
AxelGod, 民間買得到 民進黨買不到 這一定有鬼啊,嬌生,111.241.236.103 05/28 18:26 
sean0126, 這應該算造謠了吧！先截圖存檔,嬌生,101.12.64.233 05/28 18:26 
AxelGod, CDC和民進黨要不要解釋一下超前部署沙小,嬌生,111.241.236.103 05/28 18:26 
Orianna, 真的有造謠啊 年初自由時報講買到疫苗隨時能運 頭條新聞 造謠的真噁心,嬌生,101.136.141.109 05/28 18:27 
yfme, 民進黨要逼你們打國產，這樣綠官才有賺頭！,嬌生,218.166.87.25 05/28 18:28 
bryan910015, 佛光山有確定現貨50萬？還有那說惡意阻擋會不會被告？,嬌生,220.134.50.236 05/28 18:28 
sdbb, 300卍,嬌生,123.204.126.109 05/28 18:34 
spzoey, 本來就惡意阻擋、惡意抹紅，可恥的民進黨，蟑螂還玩文字遊戲？,嬌生,223.137.170.127 05/28 18:41 
blackdragon, 下台後再玩一次轉型正義,嬌生,   114.43.17.86 05/28 20:36 
Zodrick, 看破手腳的黨,嬌生,   1.200.139.89 05/28 22:09 
peterwww, 佛光普照,嬌生,123.194.169.233 05/28 18:16 
alex10282, 明天到黨部報到,嬌生, 111.83.159.136 05/28 18:16 
noah23, 高級反串 推推,嬌生,  219.71.165.31 05/28 18:16 
A80211ab, 有夠低能的說法,嬌生, 125.230.142.83 05/28 18:17 
waijr, 會消化不完,嬌生,   114.32.30.88 05/28 18:17 
sobiNOva, 最後一段露餡了,嬌生,122.116.229.218 05/28 18:17 
AttitudeLA, 等等某人要出來叫我們收心了,嬌生,   1.161.69.220 05/28 18:17 
dyc2008, 焦焦,嬌生,  223.137.208.1 05/28 18:17 
going70, 你這樣佛都有火了 ...,嬌生, 123.195.20.159 05/28 18:17 
sagarain, 反串要先說,嬌生,  36.230.70.238 05/28 18:17 
labell, 洗幾篇啊,嬌生,114.137.113.183 05/28 18:17 
nowitzki0207, 這種反串風向就對了,嬌生,   61.231.33.23 05/28 18:18 
ChangWufei, 猜綠粉粉講國民黨的政治和尚不要添亂,嬌生, 36.238.214.227 05/28 18:18 
sdbb, 推這篇，怕打不完浪費,嬌生,123.204.126.109 05/28 18:20 
spzoey, 50萬！哈哈...反觀15萬真的笑死人了,嬌生,   111.250.47.3 05/28 18:22 
myabcd, 那個什麼中心的，你看收到這樣的公文不會覺得很羞恥，比民間企業還不如 哈哈,嬌生,203.204.173.119 05/28 18:23 
kutkin, https//bit.ly/3oWylRP,嬌生,  112.78.75.233 05/28 18:23 
joydow, 消化不完,嬌生, 218.173.19.130 05/28 18:24 
myabcd, 怎不用中華台北或民間機構去幫你買?,嬌生,203.204.173.119 05/28 18:24 
happinessi, 你好噁,嬌生,   223.137.4.83 05/28 18:28 
duckweedgina, 這種事不要反串好嗎 你不知道民進黨只看他們想看的會當真的嗎,嬌生,   122.121.0.52 05/28 18:30 
k0122k, 很爛欸,嬌生,   218.161.24.4 05/28 18:33 
lee85313xd, 15萬劑就怕消耗不完 50萬不知道什麼意,嬌生,  114.45.14.154 05/28 18:35 
oDOM, 你就不要反串了,嬌生,    27.242.2.93 05/28 18:41 
idiotleo, 不要亂反串啦 不然晚點產業鏈就拿去用了,嬌生,  150.117.34.55 05/28 18:43 
edwardting, 反串成功,嬌生,    101.9.30.20 05/28 20:28 
joejohn, 公文會跑的比病毒快嗎,嬌生, 36.229.230.155 05/28 18:14 
ohmama100, 民間都買的到，只有政府買不到？,嬌生, 27.247.101.227 05/28 18:14 
noah23, 政府敢擋公文嗎？,嬌生,  219.71.165.31 05/28 18:14 
william7713, 公文果然比病毒慢,嬌生, 220.129.112.71 05/28 18:14 
poisonB, 現在加入佛光山來得及嗎,嬌生,  116.89.128.25 05/28 18:14 
Homeparty, 就等蔡政府點頭,嬌生,   101.9.65.100 05/28 18:15 
jojomaan, 南投林縣長真的很讚！！,嬌生,  61.231.48.194 05/28 18:15 
smartid, 給過的話就不能當政績了,嬌生,    39.13.9.104 05/28 18:15 
